"You can export a file of your site&#8217;s content in order to import it into another installation or platform. The export file will be an XML file format called WXR. Posts, pages, comments, custom fields, categories, and tags can be included. You can choose for the WXR file to include only certain posts or pages by setting the dropdown filters to limit the export by category, author, date range by month, or publishing status.","Możesz wyeksportować treść witryny do pliku, aby móc ją później zaimportować do innej instalacji WordPressa lub witryny opartej na innym niż WordPress skrypcie. Pliki eksportu mają postać plików XML o formacie zwanym WXR. Pliki eksportu zawierają wpisy, strony, komentarze, własne pola, kategorie i tagi. Możesz wybrać, które wpisy i strony mają być zawarte w pliku eksportu przy pomocy filtrów kategorii, autora, miesięcy lub stanu publikacji."
"Failed to repair the %s table. Error: %s","Nie udało się naprawić tabeli „%s”. Wystąpił błąd: %s"
"Standard time begins on: <code>%s</code>.","Pierwszy dzień czasu zimowego: <code>%s</code>."
"New users will receive an email letting them know they&#8217;ve been added as a user for your site. This email will also contain their password. Check the box if you don&#8217;t want the user to receive a welcome email.","Osoby, dla których zostaną utworzone konta, otrzymają e-maila z informacją, że zostali dodani do Twojej witryny jako użytkownicy. E-mail ten będzie także zawierał ich hasła. Zaznacz odpowiednie pole, jeśli nie chcesz, aby otrzymali oni e-maila z powitaniem."
"The plugin generated %d characters of <strong>unexpected output</strong> during activation. If you notice &#8220;headers already sent&#8221; messages, problems with syndication feeds or other issues, try deactivating or removing this plugin.","Wtyczka zwróciła %d <strong>niespodziewanych znaków</strong> podczas włączania.  Jeżeli na jakimś ekranie Twojej witryny wystąpią napisy &#8222;headers already sent&#8221;, problemy z kanałami nowości lub inne kłopoty, spróbuj wyłączyć lub usunąć tę wtyczkę."
"Updating this theme will lose any customizations you have made. 'Cancel' to stop, 'OK' to update.","Aktualizacja motywu spowoduje utratę wprowadzonych do niego modyfikacji. Kliknij „Anuluj”, aby zrezygnować z aktualizacji, lub „OK”, aby ją wykonać."
"You can filter the list of users by User Role using the text links in the upper left to show All, Administrator, Editor, Author, Contributor, or Subscriber. The default view is to show all users. Unused User Roles are not listed.","Używając odnośników umieszczonych ponad tabelą można filtrować listę użytkowników według roli, tak aby wyświetlani byli tylko administratorzy, redaktorzy, autorzy, współpracownicy lub subskrybenci. Domyślnie wyświetlani są wszyscy użytkownicy. Nieprzypisane role nie są wyświetlane ponad tabelą."
"You are using a development version of WordPress. You can update to the latest nightly build automatically or download the nightly build and install it manually:","Używasz rozwojowej wersji WordPressa. Możesz zaktualizować ją do najnowszego nocnego wydania automatycznie lub ściągnąć i zainstalować je ręcznie:"
"Post via email settings allow you to send your WordPress install an email with the content of your post. You must set up a secret e-mail account with POP3 access to use this, and any mail received at this address will be posted, so it&#8217;s a good idea to keep this address very secret.","Publikacja przez e-mail pozwala na wykorzystanie istniejącego konta e-mail do publikowania treści na witrynie. Aby skorzystać z tej funkcji, musisz posiadać tajne konto e-mail, z którym można się połączyć przez protokół POP3. Konto to musi być tajne, ponieważ każda wiadomość, która na nie przyjdzie, zostanie opublikowana."
"There are unsaved changes that will be lost. 'OK' to continue, 'Cancel' to return to the Image Editor.","Nie wszystkie wprowadzone zmiany zostały zapisane. Kliknij „OK”, aby kontynuować, albo „Anuluj”, aby powrócić do edytora obrazków."
"In previous versions of WordPress, all importers were built-in. They have been turned into plugins since most people only use them once or infrequently.","W poprzednich wersjach WordPressa wszystkie importery były wbudowane. Teraz są one wtyczkami, ponieważ większość osób używa ich rzadko lub jednorazowo."
"The active theme is broken. Reverting to the default theme.","Wybrany motyw jest uszkodzony. Przywracam domyślny."
"Image could not be processed. Please go back and try again.","Obrazek nie mógł zostać przetworzony. Proszę przejść do poprzedniej strony i spróbować ponownie."
"The %s table is not okay. It is reporting the following error: %s. WordPress will attempt to repair this table&hellip;","W tabeli „%s” zgłaszany jest następujący błąd: %s. WordPress spróbuje ją naprawić&hellip;"
"There is an autosave of this post that is more recent than the version below. <a href=\"%s\">View the autosave</a>","Istnieje automatycznie zapisana wersja tego wpisu, która jest nowsza niż poniższa. <a href=\"%s\">Zobacz automatycznie zapisaną wersję</a>"
"that isn&#8217;t a valid e-mail address. E-mail addresses look like: <code>username@example.com</code>","to nie jest prawidłowy adres e-mail. Adresy e-mail wyglądają następująco: <code>nazwauzytkownika@example.com</code>"
"Repairs complete. Please remove the following line from wp-config.php to prevent this page from being used by unauthorized users.","Naprawa została ukończona. Proszę usunąć następujące linijki z pliku wp.config.php, aby zapobiec użyciu tej strony przez nieupoważnione osoby."
"WordPress can automatically look for some common database problems and repair them. Repairing can take a while, so please be patient.","WordPress może automatycznie wyszukać typowe problemy z bazą danych i naprawić je. Naprawa może chwilę potrwać, więc prosimy o cierpliwość."
"WordPress can also attempt to optimize the database. This improves performance in some situations. Repairing and optimizing the database can take a long time and the database will be locked while optimizing.","WordPress może także zoptymalizować bazę danych. Skutkuje to poprawą wydajność w niektórych sytuacjach. Naprawa i optymalizacja bazy danych może zająć dużo czasu, a dostęp do bazy zostanie zablokowany na czas optymalizacji."
"Enter the email address or username of an existing user on this network to invite them to this site. That person will be sent an email asking them to confirm the invite.","Wprowadź adres e-mail lub nazwę użytkownika, który ma już konto w tej sieci, aby zaprosić go na tę witrynę. Osoba ta otrzyma e-maila z zaproszeniem wymagającym potwierdzenia."
"An avatar is an image that follows you from weblog to weblog appearing beside your name when you comment on avatar enabled sites. Here you can enable the display of avatars for people who comment on your site.","Obrazek profilowy jest obrazkem, który podąża za Tobą od blogu do blogu, pojawiając się przy Twoim podpisie, kiedy dodajesz komentarze na witrynach obsługujących takie obrazki. W tym miejscu możesz włączyć wyświetlanie obrazków profilowych osób, które piszą komentarze na Twojej witrynie."
"<strong>Warning:</strong> Making changes to active plugins is not recommended. If your changes cause a fatal error, the plugin will be automatically deactivated.","<strong>Uwaga:</strong> Wprowadzanie zmian do włączonych wtyczek nie jest zalecane. Jeśli wprowadzone zmiany spowodują krytyczny błąd, wtyczka zostanie automatycznie wyłączona."
"Enter the email address of an existing user on this network to invite them to this site. That person will be sent an email asking them to confirm the invite.","Wprowadź adres e-mail osoby, która posiada już konto w tej sieci, aby zaprosić ją na tę witrynę. Na podany adres zostanie wysłany e-mail, w którym wybrana osoba zostanie poproszona o przyjęcie zaproszenia."
"Contributing Developers","Współpracujący programiści"
"Show Toolbar when viewing site","Pokazuj pasek narzędzi podczas przeglądania witryny"
"<strong>Version %s</strong> addressed a security issue and fixed %s bug.","W <strong>wersji %s</strong> naprawiono błąd w zabezpieczeniach i %s inny błąd."
"<strong>Version %s</strong> addressed a security issue and fixed %s bugs.","W <strong>wersji %s</strong> naprawiono błąd w zabezpieczeniach i %s inne błędy."
"For more information, see <a href=\"%s\">the release notes</a>.","Aby dowiedzieć się więcej, przeczytaj <a href=\"%s\">informacje o tym wydaniu</a>."
"<strong>Version %s</strong> addressed some security issues and fixed %s bug.","W <strong>wersji %s</strong> naprawiono pewne błędy w zabezpieczeniach i %s inny błąd."
"<strong>Version %s</strong> addressed some security issues and fixed %s bugs.","W <strong>wersji %s</strong> naprawiono pewne błędy w zabezpieczeniach i %s inne błędy."
"<strong>Version %s</strong> addressed %s bug.","W <strong>wersji %s</strong> naprawiono %s błąd."
"<strong>Version %s</strong> addressed %s bugs.","W <strong>wersji %s</strong> naprawiono %s błędy."
"Welcome to your WordPress Dashboard! This is the screen you will see when you log in to your site, and gives you access to all the site management features of WordPress. You can get help for any screen by clicking the Help tab in the upper corner.","Witaj w swoim kokpicie! Ten ekran zobaczysz za każdym razem, kiedy zalogujesz się do swojej witryny. Z jego poziomu można przejść do wszystkich ekranów, na których można zarządzać witryną. Aby dowiedzieć się więcej na temat wyświetlanego w danej chwili ekranu, kliknij kartę „Pomoc\" znajdującą się w prawym górnym rogu ekranu."
"Maintenance and Security Release","Wydanie z poprawkami błędów w zabezpieczeniach i innych"
"Maintenance and Security Releases","Wydania z poprawkami błędów w zabezpieczeniach i innych"
"What&#8217;s New","Co nowego"
"Security Release","Wydanie z poprawkami błędów w zabezpieczeniach"
"Security Releases","Wydania z poprawkami błędów w zabezpieczeniach"
"Maintenance Release","Wydanie z poprawkami błędów"
"Maintenance Releases","Wydania z poprawkami błędów"
"<strong>Version %s</strong> addressed a security issue.","W <strong>wersji %s</strong> naprawiono błąd w zabezpieczeniach."
"<strong>Version %s</strong> addressed some security issues.","W <strong>wersji %s</strong> naprawiono pewne błędy w zabezpieczeniach."
"This screen allows you to choose your default permalink structure. You can choose from common settings or create custom URL structures.","Na tym ekranie można wybrać format bezpośrednich odnośników. Możesz wybrać jeden z powszechnie używanych lub wymyślić swój."
"Return to Updates","Powróć na stronę „Aktualizacje”"
"Welcome to WordPress %s. <a href=\"%s\">Learn more</a>.","Witaj w WordPressie %s. <a href=\"%s\">Dowiedz się więcej na jego temat</a>."
"This feature allows you to use a custom menu in place of your theme&#8217;s default menus.","Dzięki tej funkcji możesz użyć własnego menu zamiast menu Twojego motywu."
"Adding Categories","Dodawanie kategorii"
"Adding Tags","Dodawanie tagów"
"Troubleshooting","Rozwiązywanie problemów"
"You can upload media files here without creating a post first. This allows you to upload files to use with posts and pages later and/or to get a web link for a particular file that you can share. There are three options for uploading files:","Przy pomocy tego ekranu możesz wysłać na serwer pliki bez uprzedniego tworzenia wpisu. Takie pliki można załączyć do wpisów i stron później. Możesz też nie załączać ich do żadnych wpisów ani stron, a wysłać je na serwer tylko po to, aby móc się nimi podzielić z kimś innym, podając tej osobie internetowy adres takiego pliku. Pliki można wysłać na serwer na trzy sposoby:"
